,dttl,swin,dwin,tcprtt,synack,ackdat,label,attack_cat_Analysis,attack_cat_DoS,attack_cat_Exploits,attack_cat_Normal
158650,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158652,252,255,255,0.163822,0.075166,0.088656,7,0,0,0,0
158655,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158656,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158658,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158659,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158661,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158662,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158663,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158665,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158666,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158667,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158668,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158670,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158672,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158673,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158674,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158675,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158676,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158677,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158678,252,255,255,0.115809,0.05159,0.064219,3,0,0,1,0
158679,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158680,0,0,0,0.0,0.0,0.0,2,0,1,0,0
158681,252,255,255,0.120976,0.065478,0.055498,5,0,0,0,0
158683,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158684,252,255,255,0.104467,0.049188,0.055279,3,0,0,1,0
158685,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158686,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158687,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158688,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158689,252,255,255,0.093388,0.058541,0.034847,3,0,0,1,0
158690,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158692,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158693,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158694,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158696,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158697,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158698,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158699,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158700,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158701,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158702,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158703,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158704,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158705,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158707,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158709,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158710,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158711,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158712,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158713,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158714,252,255,255,0.113425,0.053089,0.060336,3,0,0,1,0
158716,252,255,255,0.171844,0.100989,0.070855,7,0,0,0,0
158717,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158718,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158719,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158720,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158721,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158723,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158724,252,255,255,0.137092,0.064089,0.073003,3,0,0,1,0
158725,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158726,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158727,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158728,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158729,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158730,252,255,255,0.114718,0.056527,0.058191,3,0,0,1,0
158731,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158734,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158735,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158736,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158737,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158738,252,255,255,0.191799,0.081411,0.110388,3,0,0,1,0
158740,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158742,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158743,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158744,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158748,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158749,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158750,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158751,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158753,252,255,255,0.167676,0.082877,0.084799,3,0,0,1,0
158754,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158755,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158756,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158757,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158759,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158761,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158762,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158763,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158764,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158768,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158769,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158770,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158771,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158772,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158773,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158774,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158775,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158776,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158777,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158778,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158780,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158781,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158782,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158783,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158784,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158785,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158786,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158787,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158788,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158789,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158790,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158791,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158792,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158793,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158794,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158795,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158796,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158797,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158798,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158799,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158800,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158801,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158802,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158803,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158804,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158805,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158806,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158807,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158808,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158809,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158810,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158811,252,255,255,0.123129,0.061507,0.061622,5,0,0,0,0
158812,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158813,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158814,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158816,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158817,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158818,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158819,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158820,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158821,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158822,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158823,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158824,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158825,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158827,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158828,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158829,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158830,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158831,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158832,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158833,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158834,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158836,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158837,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158838,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158839,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158840,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158841,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158842,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158843,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158844,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158845,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158846,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158847,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158849,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158850,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158851,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158852,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158853,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158854,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158855,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158856,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158857,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158858,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158859,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158860,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158861,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158862,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158863,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158865,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158866,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158867,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158869,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158870,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158871,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158872,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158876,252,255,255,0.217218,0.094341,0.122877,3,0,0,1,0
158877,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158878,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158879,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158880,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158881,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158883,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158884,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158885,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158886,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158887,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158888,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158890,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158891,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158892,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158893,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158894,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158895,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158896,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158897,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158898,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158899,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158901,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158902,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158903,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158904,252,255,255,0.200179,0.098597,0.101582,3,0,0,1,0
158905,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158906,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158907,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158908,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158909,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158910,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158911,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158912,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158913,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158914,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158915,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158916,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158917,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158918,252,255,255,0.173192,0.070744,0.102448,3,0,0,1,0
158919,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158920,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158921,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158922,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158923,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158925,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158926,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158927,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158928,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158929,252,255,255,0.113543,0.041744,0.071799,3,0,0,1,0
158930,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158931,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158932,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158933,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158934,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158935,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158936,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158938,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158939,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158941,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158942,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158943,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158944,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158945,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158946,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158947,252,255,255,0.141767,0.073774,0.067993,7,0,0,0,0
158948,252,255,255,0.202107,0.088878,0.113229,3,0,0,1,0
158949,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158950,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158951,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158952,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158953,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158955,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158956,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158957,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158958,0,0,0,0.0,0.0,0.0,4,0,0,0,0
158959,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158961,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158962,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158963,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158964,0,0,0,0.0,0.0,0.0,4,0,0,0,0
158966,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158967,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158968,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158969,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158970,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158971,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158975,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158976,252,255,255,0.074404,0.042837,0.031567,2,0,1,0,0
158977,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158979,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158982,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158983,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158984,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158985,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158989,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158990,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158991,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158992,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158994,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158995,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158996,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158997,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158998,0,0,0,0.0,0.0,0.0,5,0,0,0,0
158999,252,255,255,0.10384,0.03373,0.07011,3,0,0,1,0
159001,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159002,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159003,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159004,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159005,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159007,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159009,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159010,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159011,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159012,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159013,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159014,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159015,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159016,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159017,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159018,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159019,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159021,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159022,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159023,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159024,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159025,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159026,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159027,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159029,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159030,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159031,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159032,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159033,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159035,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159036,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159037,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159038,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159039,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159040,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159043,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159044,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159045,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159046,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159047,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159049,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159051,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159052,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159053,252,255,255,0.200053,0.074095,0.125958,3,0,0,1,0
159054,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159055,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159056,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159058,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159059,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159060,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159062,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159063,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159064,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159065,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159066,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159067,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159068,252,255,255,0.131233,0.077999,0.053234,3,0,0,1,0
159070,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159071,252,255,255,0.181946,0.102576,0.07937,7,0,0,0,0
159074,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159075,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159076,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159077,252,255,255,0.082427,0.048954,0.033473,7,0,0,0,0
159078,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159079,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159080,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159081,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159082,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159084,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159085,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159086,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159087,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159088,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159089,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159090,0,0,0,0.0,0.0,0.0,4,0,0,0,0
159091,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159092,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159093,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159094,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159095,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159096,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159097,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159098,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159099,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159100,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159101,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159102,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159103,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159104,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159105,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159106,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159107,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159108,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159109,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159111,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159113,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159114,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159115,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159116,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159118,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159119,252,255,255,0.090852,0.038361,0.052491,3,0,0,1,0
159120,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159121,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159122,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159123,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159124,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159125,252,255,255,0.070322,0.041437,0.028885,3,0,0,1,0
159126,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159127,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159128,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159129,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159130,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159131,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159133,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159134,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159136,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159137,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159138,0,0,0,0.0,0.0,0.0,4,0,0,0,0
159139,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159140,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159141,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159143,252,255,255,0.101031,0.073419,0.027612,3,0,0,1,0
159144,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159145,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159146,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159148,252,255,255,0.188636,0.120128,0.068508,3,0,0,1,0
159149,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159150,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159152,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159153,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159155,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159156,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159157,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159158,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159159,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159162,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159163,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159164,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159165,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159166,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159167,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159168,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159170,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159171,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159172,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159174,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159175,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159176,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159177,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159178,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159179,0,0,0,0.0,0.0,0.0,5,0,0,0,0
159181,252,255,255,0.15006,0.103299,0.046761,3,0,0,1,0
159182,252,255,255,0.186985,0.077008,0.109977,3,0,0,1,0
